q1,q2,q3,q4,Call Price,Put Price,Scenario
0.01,0.06,0.01,0.02,3.7535,4.8666,"q=(0.01, 0.06, 0.01, 0.02)"
0.01,0.06,0.01,0.03,3.583,5.0784,"q=(0.01, 0.06, 0.01, 0.03)"
0.01,0.06,0.01,0.04,3.5144,5.0953,"q=(0.01, 0.06, 0.01, 0.04)"
0.01,0.06,0.01,0.05,3.5558,5.0249,"q=(0.01, 0.06, 0.01, 0.05)"
0.01,0.06,0.01,0.06,3.6032,5.0915,"q=(0.01, 0.06, 0.01, 0.06)"
0.01,0.06,0.01,0.07,3.4873,5.3517,"q=(0.01, 0.06, 0.01, 0.07)"
0.01,0.06,0.01,0.08,3.3308,5.3641,"q=(0.01, 0.06, 0.01, 0.08)"
0.01,0.06,0.02,0.0,3.7868,4.8201,"q=(0.01, 0.06, 0.02, 0.0)"
0.01,0.06,0.02,0.01,3.7015,4.8353,"q=(0.01, 0.06, 0.02, 0.01)"
0.01,0.06,0.02,0.02,3.6601,4.9943,"q=(0.01, 0.06, 0.02, 0.02)"
0.01,0.06,0.02,0.03,3.6227,5.1071,"q=(0.01, 0.06, 0.02, 0.03)"
0.01,0.06,0.02,0.04,3.5815,5.1346,"q=(0.01, 0.06, 0.02, 0.04)"
0.01,0.06,0.02,0.05,3.5961,5.0968,"q=(0.01, 0.06, 0.02, 0.05)"
0.01,0.06,0.02,0.06,3.554,5.2359,"q=(0.01, 0.06, 0.02, 0.06)"
0.01,0.06,0.02,0.07,3.4629,5.3188,"q=(0.01, 0.06, 0.02, 0.07)"
0.01,0.06,0.02,0.08,3.366,5.3301,"q=(0.01, 0.06, 0.02, 0.08)"
0.01,0.06,0.03,0.0,3.6705,4.9082,"q=(0.01, 0.06, 0.03, 0.0)"
0.01,0.06,0.03,0.01,3.6497,4.9225,"q=(0.01, 0.06, 0.03, 0.01)"
0.01,0.06,0.03,0.02,3.551,5.1789,"q=(0.01, 0.06, 0.03, 0.02)"
0.01,0.06,0.03,0.03,3.6254,5.0245,"q=(0.01, 0.06, 0.03, 0.03)"
0.01,0.06,0.03,0.04,3.4833,5.1792,"q=(0.01, 0.06, 0.03, 0.04)"
0.01,0.06,0.03,0.05,3.4895,5.2526,"q=(0.01, 0.06, 0.03, 0.05)"
0.01,0.06,0.03,0.06,3.4602,5.2295,"q=(0.01, 0.06, 0.03, 0.06)"
0.01,0.06,0.03,0.07,3.3605,5.4548,"q=(0.01, 0.06, 0.03, 0.07)"
0.01,0.06,0.03,0.08,3.2592,5.4023,"q=(0.01, 0.06, 0.03, 0.08)"
0.01,0.06,0.04,0.0,3.716,4.979,"q=(0.01, 0.06, 0.04, 0.0)"
0.01,0.06,0.04,0.01,3.5546,5.1635,"q=(0.01, 0.06, 0.04, 0.01)"
0.01,0.06,0.04,0.02,3.6166,5.0812,"q=(0.01, 0.06, 0.04, 0.02)"
0.01,0.06,0.04,0.03,3.4008,5.3003,"q=(0.01, 0.06, 0.04, 0.03)"
0.01,0.06,0.04,0.04,3.4032,5.249,"q=(0.01, 0.06, 0.04, 0.04)"
0.01,0.06,0.04,0.05,3.4128,5.2326,"q=(0.01, 0.06, 0.04, 0.05)"
0.01,0.06,0.04,0.06,3.3832,5.3054,"q=(0.01, 0.06, 0.04, 0.06)"
0.01,0.06,0.04,0.07,3.1814,5.5638,"q=(0.01, 0.06, 0.04, 0.07)"
0.01,0.06,0.04,0.08,3.2828,5.4527,"q=(0.01, 0.06, 0.04, 0.08)"
0.01,0.06,0.05,0.0,3.562,4.9723,"q=(0.01, 0.06, 0.05, 0.0)"
0.01,0.06,0.05,0.01,3.5018,5.1339,"q=(0.01, 0.06, 0.05, 0.01)"
0.01,0.06,0.05,0.02,3.5047,5.224,"q=(0.01, 0.06, 0.05, 0.02)"
0.01,0.06,0.05,0.03,3.4614,5.2327,"q=(0.01, 0.06, 0.05, 0.03)"
0.01,0.06,0.05,0.04,3.338,5.341,"q=(0.01, 0.06, 0.05, 0.04)"
0.01,0.06,0.05,0.05,3.3423,5.4832,"q=(0.01, 0.06, 0.05, 0.05)"
0.01,0.06,0.05,0.06,3.292,5.4785,"q=(0.01, 0.06, 0.05, 0.06)"
0.01,0.06,0.05,0.07,3.2737,5.4132,"q=(0.01, 0.06, 0.05, 0.07)"
0.01,0.06,0.05,0.08,3.2266,5.541,"q=(0.01, 0.06, 0.05, 0.08)"
0.01,0.06,0.06,0.0,3.5112,5.1486,"q=(0.01, 0.06, 0.06, 0.0)"
0.01,0.06,0.06,0.01,3.4636,5.3131,"q=(0.01, 0.06, 0.06, 0.01)"
0.01,0.06,0.06,0.02,3.4329,5.1865,"q=(0.01, 0.06, 0.06, 0.02)"
0.01,0.06,0.06,0.03,3.3113,5.2923,"q=(0.01, 0.06, 0.06, 0.03)"
0.01,0.06,0.06,0.04,3.2774,5.4778,"q=(0.01, 0.06, 0.06, 0.04)"
0.01,0.06,0.06,0.05,3.3051,5.407,"q=(0.01, 0.06, 0.06, 0.05)"
0.01,0.06,0.06,0.06,3.2465,5.5475,"q=(0.01, 0.06, 0.06, 0.06)"
0.01,0.06,0.06,0.07,3.2345,5.5527,"q=(0.01, 0.06, 0.06, 0.07)"
0.01,0.06,0.06,0.08,3.0565,5.6384,"q=(0.01, 0.06, 0.06, 0.08)"
0.01,0.06,0.07,0.0,3.4687,5.3063,"q=(0.01, 0.06, 0.07, 0.0)"
0.01,0.06,0.07,0.01,3.4551,5.3,"q=(0.01, 0.06, 0.07, 0.01)"
0.01,0.06,0.07,0.02,3.3812,5.3093,"q=(0.01, 0.06, 0.07, 0.02)"
0.01,0.06,0.07,0.03,3.3704,5.3599,"q=(0.01, 0.06, 0.07, 0.03)"
0.01,0.06,0.07,0.04,3.3108,5.4406,"q=(0.01, 0.06, 0.07, 0.04)"
0.01,0.06,0.07,0.05,3.1388,5.483,"q=(0.01, 0.06, 0.07, 0.05)"
0.01,0.06,0.07,0.06,3.1158,5.7397,"q=(0.01, 0.06, 0.07, 0.06)"
0.01,0.06,0.07,0.07,3.0609,5.6893,"q=(0.01, 0.06, 0.07, 0.07)"
0.01,0.06,0.07,0.08,3.0462,5.7146,"q=(0.01, 0.06, 0.07, 0.08)"
0.01,0.06,0.08,0.0,3.4306,5.2497,"q=(0.01, 0.06, 0.08, 0.0)"
0.01,0.06,0.08,0.01,3.2945,5.3093,"q=(0.01, 0.06, 0.08, 0.01)"
0.01,0.06,0.08,0.02,3.3198,5.4242,"q=(0.01, 0.06, 0.08, 0.02)"
0.01,0.06,0.08,0.03,3.1963,5.444,"q=(0.01, 0.06, 0.08, 0.03)"
0.01,0.06,0.08,0.04,3.2329,5.5107,"q=(0.01, 0.06, 0.08, 0.04)"
0.01,0.06,0.08,0.05,3.1086,5.6676,"q=(0.01, 0.06, 0.08, 0.05)"
0.01,0.06,0.08,0.06,3.062,5.6612,"q=(0.01, 0.06, 0.08, 0.06)"
0.01,0.06,0.08,0.07,3.0892,5.7103,"q=(0.01, 0.06, 0.08, 0.07)"
0.01,0.06,0.08,0.08,3.0087,5.8349,"q=(0.01, 0.06, 0.08, 0.08)"
0.01,0.07,0.0,0.0,3.8203,4.8478,"q=(0.01, 0.07, 0.0, 0.0)"
0.01,0.07,0.0,0.01,3.6595,4.9744,"q=(0.01, 0.07, 0.0, 0.01)"
0.01,0.07,0.0,0.02,3.7398,4.9404,"q=(0.01, 0.07, 0.0, 0.02)"
0.01,0.07,0.0,0.03,3.8028,4.849,"q=(0.01, 0.07, 0.0, 0.03)"
0.01,0.07,0.0,0.04,3.6167,5.0616,"q=(0.01, 0.07, 0.0, 0.04)"
0.01,0.07,0.0,0.05,3.5838,5.154,"q=(0.01, 0.07, 0.0, 0.05)"
0.01,0.07,0.0,0.06,3.3685,5.2269,"q=(0.01, 0.07, 0.0, 0.06)"
0.01,0.07,0.0,0.07,3.4624,5.3094,"q=(0.01, 0.07, 0.0, 0.07)"
0.01,0.07,0.0,0.08,3.4497,5.3429,"q=(0.01, 0.07, 0.0, 0.08)"
0.01,0.07,0.01,0.0,3.8303,4.8005,"q=(0.01, 0.07, 0.01, 0.0)"
0.01,0.07,0.01,0.01,3.6259,4.9845,"q=(0.01, 0.07, 0.01, 0.01)"
0.01,0.07,0.01,0.02,3.7296,5.0037,"q=(0.01, 0.07, 0.01, 0.02)"
0.01,0.07,0.01,0.03,3.5824,5.0482,"q=(0.01, 0.07, 0.01, 0.03)"
0.01,0.07,0.01,0.04,3.5423,5.1347,"q=(0.01, 0.07, 0.01, 0.04)"
0.01,0.07,0.01,0.05,3.5597,5.2098,"q=(0.01, 0.07, 0.01, 0.05)"
0.01,0.07,0.01,0.06,3.4932,5.1714,"q=(0.01, 0.07, 0.01, 0.06)"
0.01,0.07,0.01,0.07,3.4264,5.3082,"q=(0.01, 0.07, 0.01, 0.07)"
0.01,0.07,0.01,0.08,3.2729,5.373,"q=(0.01, 0.07, 0.01, 0.08)"
0.01,0.07,0.02,0.0,3.7194,4.9131,"q=(0.01, 0.07, 0.02, 0.0)"
0.01,0.07,0.02,0.01,3.6594,4.9786,"q=(0.01, 0.07, 0.02, 0.01)"
0.01,0.07,0.02,0.02,3.6545,5.0287,"q=(0.01, 0.07, 0.02, 0.02)"
0.01,0.07,0.02,0.03,3.4862,5.0629,"q=(0.01, 0.07, 0.02, 0.03)"
0.01,0.07,0.02,0.04,3.4897,5.2119,"q=(0.01, 0.07, 0.02, 0.04)"
0.01,0.07,0.02,0.05,3.4876,5.2914,"q=(0.01, 0.07, 0.02, 0.05)"
0.01,0.07,0.02,0.06,3.3035,5.2716,"q=(0.01, 0.07, 0.02, 0.06)"
0.01,0.07,0.02,0.07,3.2753,5.3724,"q=(0.01, 0.07, 0.02, 0.07)"
0.01,0.07,0.02,0.08,3.2245,5.4874,"q=(0.01, 0.07, 0.02, 0.08)"
0.01,0.07,0.03,0.0,3.6841,4.9961,"q=(0.01, 0.07, 0.03, 0.0)"
0.01,0.07,0.03,0.01,3.4958,5.1175,"q=(0.01, 0.07, 0.03, 0.01)"
0.01,0.07,0.03,0.02,3.5816,5.0985,"q=(0.01, 0.07, 0.03, 0.02)"
0.01,0.07,0.03,0.03,3.5167,5.1653,"q=(0.01, 0.07, 0.03, 0.03)"
0.01,0.07,0.03,0.04,3.3543,5.3371,"q=(0.01, 0.07, 0.03, 0.04)"
0.01,0.07,0.03,0.05,3.276,5.3121,"q=(0.01, 0.07, 0.03, 0.05)"
0.01,0.07,0.03,0.06,3.3272,5.3629,"q=(0.01, 0.07, 0.03, 0.06)"
0.01,0.07,0.03,0.07,3.1666,5.6005,"q=(0.01, 0.07, 0.03, 0.07)"
0.01,0.07,0.03,0.08,3.2481,5.5038,"q=(0.01, 0.07, 0.03, 0.08)"
0.01,0.07,0.04,0.0,3.6137,5.1098,"q=(0.01, 0.07, 0.04, 0.0)"
0.01,0.07,0.04,0.01,3.4758,5.1316,"q=(0.01, 0.07, 0.04, 0.01)"
0.01,0.07,0.04,0.02,3.4834,5.1689,"q=(0.01, 0.07, 0.04, 0.02)"
0.01,0.07,0.04,0.03,3.3193,5.2549,"q=(0.01, 0.07, 0.04, 0.03)"
0.01,0.07,0.04,0.04,3.3918,5.3095,"q=(0.01, 0.07, 0.04, 0.04)"
0.01,0.07,0.04,0.05,3.3211,5.4575,"q=(0.01, 0.07, 0.04, 0.05)"
0.01,0.07,0.04,0.06,3.291,5.4191,"q=(0.01, 0.07, 0.04, 0.06)"
0.01,0.07,0.04,0.07,3.104,5.5796,"q=(0.01, 0.07, 0.04, 0.07)"
0.01,0.07,0.04,0.08,3.1704,5.6246,"q=(0.01, 0.07, 0.04, 0.08)"
0.01,0.07,0.05,0.0,3.5252,5.1098,"q=(0.01, 0.07, 0.05, 0.0)"
0.01,0.07,0.05,0.01,3.5177,5.0277,"q=(0.01, 0.07, 0.05, 0.01)"
0.01,0.07,0.05,0.02,3.3875,5.3377,"q=(0.01, 0.07, 0.05, 0.02)"
0.01,0.07,0.05,0.03,3.2905,5.3604,"q=(0.01, 0.07, 0.05, 0.03)"
0.01,0.07,0.05,0.04,3.3194,5.3344,"q=(0.01, 0.07, 0.05, 0.04)"
0.01,0.07,0.05,0.05,3.239,5.3815,"q=(0.01, 0.07, 0.05, 0.05)"
0.01,0.07,0.05,0.06,3.2014,5.5354,"q=(0.01, 0.07, 0.05, 0.06)"
0.01,0.07,0.05,0.07,3.1972,5.5857,"q=(0.01, 0.07, 0.05, 0.07)"
0.01,0.07,0.05,0.08,3.0499,5.6614,"q=(0.01, 0.07, 0.05, 0.08)"
0.01,0.07,0.06,0.0,3.4543,5.2985,"q=(0.01, 0.07, 0.06, 0.0)"
0.01,0.07,0.06,0.01,3.4322,5.3301,"q=(0.01, 0.07, 0.06, 0.01)"
0.01,0.07,0.06,0.02,3.4309,5.4321,"q=(0.01, 0.07, 0.06, 0.02)"
0.01,0.07,0.06,0.03,3.4103,5.4218,"q=(0.01, 0.07, 0.06, 0.03)"
0.01,0.07,0.06,0.04,3.324,5.4239,"q=(0.01, 0.07, 0.06, 0.04)"
0.01,0.07,0.06,0.05,3.198,5.5426,"q=(0.01, 0.07, 0.06, 0.05)"
0.01,0.07,0.06,0.06,3.1503,5.597,"q=(0.01, 0.07, 0.06, 0.06)"
0.01,0.07,0.06,0.07,3.1086,5.6887,"q=(0.01, 0.07, 0.06, 0.07)"
0.01,0.07,0.06,0.08,3.0753,5.7891,"q=(0.01, 0.07, 0.06, 0.08)"
0.01,0.07,0.07,0.0,3.3648,5.3733,"q=(0.01, 0.07, 0.07, 0.0)"
0.01,0.07,0.07,0.01,3.288,5.3752,"q=(0.01, 0.07, 0.07, 0.01)"
0.01,0.07,0.07,0.02,3.27,5.4219,"q=(0.01, 0.07, 0.07, 0.02)"
0.01,0.07,0.07,0.03,3.2384,5.4349,"q=(0.01, 0.07, 0.07, 0.03)"
0.01,0.07,0.07,0.04,3.1774,5.4977,"q=(0.01, 0.07, 0.07, 0.04)"
0.01,0.07,0.07,0.05,3.1685,5.5926,"q=(0.01, 0.07, 0.07, 0.05)"
0.01,0.07,0.07,0.06,3.1871,5.6959,"q=(0.01, 0.07, 0.07, 0.06)"
0.01,0.07,0.07,0.07,3.1016,5.6776,"q=(0.01, 0.07, 0.07, 0.07)"
0.01,0.07,0.07,0.08,3.0493,5.737,"q=(0.01, 0.07, 0.07, 0.08)"
0.01,0.07,0.08,0.0,3.3065,5.3189,"q=(0.01, 0.07, 0.08, 0.0)"
0.01,0.07,0.08,0.01,3.2379,5.3753,"q=(0.01, 0.07, 0.08, 0.01)"
0.01,0.07,0.08,0.02,3.305,5.5065,"q=(0.01, 0.07, 0.08, 0.02)"
0.01,0.07,0.08,0.03,3.2528,5.6782,"q=(0.01, 0.07, 0.08, 0.03)"
0.01,0.07,0.08,0.04,3.136,5.5895,"q=(0.01, 0.07, 0.08, 0.04)"
0.01,0.07,0.08,0.05,3.0508,5.6541,"q=(0.01, 0.07, 0.08, 0.05)"
0.01,0.07,0.08,0.06,3.167,5.6434,"q=(0.01, 0.07, 0.08, 0.06)"
0.01,0.07,0.08,0.07,2.996,5.8665,"q=(0.01, 0.07, 0.08, 0.07)"
0.01,0.07,0.08,0.08,2.9265,5.9018,"q=(0.01, 0.07, 0.08, 0.08)"
0.01,0.08,0.0,0.0,3.7989,4.7982,"q=(0.01, 0.08, 0.0, 0.0)"
0.01,0.08,0.0,0.01,3.6682,4.9514,"q=(0.01, 0.08, 0.0, 0.01)"
0.01,0.08,0.0,0.02,3.6305,4.9472,"q=(0.01, 0.08, 0.0, 0.02)"
0.01,0.08,0.0,0.03,3.6251,5.0204,"q=(0.01, 0.08, 0.0, 0.03)"
0.01,0.08,0.0,0.04,3.6099,5.0629,"q=(0.01, 0.08, 0.0, 0.04)"
0.01,0.08,0.0,0.05,3.5454,5.1516,"q=(0.01, 0.08, 0.0, 0.05)"
0.01,0.08,0.0,0.06,3.4668,5.2101,"q=(0.01, 0.08, 0.0, 0.06)"
0.01,0.08,0.0,0.07,3.5132,5.1826,"q=(0.01, 0.08, 0.0, 0.07)"
0.01,0.08,0.0,0.08,3.4185,5.2681,"q=(0.01, 0.08, 0.0, 0.08)"
0.01,0.08,0.01,0.0,3.7437,4.8689,"q=(0.01, 0.08, 0.01, 0.0)"
0.01,0.08,0.01,0.01,3.6902,5.0398,"q=(0.01, 0.08, 0.01, 0.01)"
0.01,0.08,0.01,0.02,3.5872,5.0084,"q=(0.01, 0.08, 0.01, 0.02)"
0.01,0.08,0.01,0.03,3.6021,5.1775,"q=(0.01, 0.08, 0.01, 0.03)"
0.01,0.08,0.01,0.04,3.4374,5.2412,"q=(0.01, 0.08, 0.01, 0.04)"
0.01,0.08,0.01,0.05,3.5541,5.233,"q=(0.01, 0.08, 0.01, 0.05)"
0.01,0.08,0.01,0.06,3.3629,5.3344,"q=(0.01, 0.08, 0.01, 0.06)"
0.01,0.08,0.01,0.07,3.2763,5.3522,"q=(0.01, 0.08, 0.01, 0.07)"
0.01,0.08,0.01,0.08,3.2774,5.4261,"q=(0.01, 0.08, 0.01, 0.08)"
0.01,0.08,0.02,0.0,3.6436,5.0123,"q=(0.01, 0.08, 0.02, 0.0)"
0.01,0.08,0.02,0.01,3.5617,5.0829,"q=(0.01, 0.08, 0.02, 0.01)"
0.01,0.08,0.02,0.02,3.6222,4.9917,"q=(0.01, 0.08, 0.02, 0.02)"
0.01,0.08,0.02,0.03,3.5396,5.1811,"q=(0.01, 0.08, 0.02, 0.03)"
0.01,0.08,0.02,0.04,3.438,5.2402,"q=(0.01, 0.08, 0.02, 0.04)"
0.01,0.08,0.02,0.05,3.5303,5.2129,"q=(0.01, 0.08, 0.02, 0.05)"
0.01,0.08,0.02,0.06,3.2802,5.5045,"q=(0.01, 0.08, 0.02, 0.06)"
0.01,0.08,0.02,0.07,3.2034,5.4798,"q=(0.01, 0.08, 0.02, 0.07)"
0.01,0.08,0.02,0.08,3.3033,5.432,"q=(0.01, 0.08, 0.02, 0.08)"
0.01,0.08,0.03,0.0,3.677,5.0637,"q=(0.01, 0.08, 0.03, 0.0)"
0.01,0.08,0.03,0.01,3.5816,5.0349,"q=(0.01, 0.08, 0.03, 0.01)"
0.01,0.08,0.03,0.02,3.5012,5.2201,"q=(0.01, 0.08, 0.03, 0.02)"
0.01,0.08,0.03,0.03,3.3499,5.3969,"q=(0.01, 0.08, 0.03, 0.03)"
0.01,0.08,0.03,0.04,3.3999,5.4118,"q=(0.01, 0.08, 0.03, 0.04)"
0.01,0.08,0.03,0.05,3.2419,5.3684,"q=(0.01, 0.08, 0.03, 0.05)"
0.01,0.08,0.03,0.06,3.1606,5.4545,"q=(0.01, 0.08, 0.03, 0.06)"
0.01,0.08,0.03,0.07,3.3036,5.5428,"q=(0.01, 0.08, 0.03, 0.07)"
0.01,0.08,0.03,0.08,3.211,5.4822,"q=(0.01, 0.08, 0.03, 0.08)"
0.01,0.08,0.04,0.0,3.4988,5.2715,"q=(0.01, 0.08, 0.04, 0.0)"
0.01,0.08,0.04,0.01,3.4475,5.2175,"q=(0.01, 0.08, 0.04, 0.01)"
0.01,0.08,0.04,0.02,3.4744,5.2743,"q=(0.01, 0.08, 0.04, 0.02)"
0.01,0.08,0.04,0.03,3.4431,5.308,"q=(0.01, 0.08, 0.04, 0.03)"
0.01,0.08,0.04,0.04,3.2716,5.4615,"q=(0.01, 0.08, 0.04, 0.04)"
0.01,0.08,0.04,0.05,3.2837,5.3992,"q=(0.01, 0.08, 0.04, 0.05)"
0.01,0.08,0.04,0.06,3.1726,5.5667,"q=(0.01, 0.08, 0.04, 0.06)"
0.01,0.08,0.04,0.07,3.2165,5.5657,"q=(0.01, 0.08, 0.04, 0.07)"
0.01,0.08,0.04,0.08,3.1975,5.5725,"q=(0.01, 0.08, 0.04, 0.08)"
0.01,0.08,0.05,0.0,3.3963,5.2626,"q=(0.01, 0.08, 0.05, 0.0)"
0.01,0.08,0.05,0.01,3.4635,5.2272,"q=(0.01, 0.08, 0.05, 0.01)"
0.01,0.08,0.05,0.02,3.3654,5.4041,"q=(0.01, 0.08, 0.05, 0.02)"
0.01,0.08,0.05,0.03,3.3282,5.3671,"q=(0.01, 0.08, 0.05, 0.03)"
0.01,0.08,0.05,0.04,3.2959,5.3962,"q=(0.01, 0.08, 0.05, 0.04)"
0.01,0.08,0.05,0.05,3.0883,5.4999,"q=(0.01, 0.08, 0.05, 0.05)"
0.01,0.08,0.05,0.06,3.174,5.62,"q=(0.01, 0.08, 0.05, 0.06)"
0.01,0.08,0.05,0.07,3.0147,5.6629,"q=(0.01, 0.08, 0.05, 0.07)"
0.01,0.08,0.05,0.08,3.0711,5.7808,"q=(0.01, 0.08, 0.05, 0.08)"
0.01,0.08,0.06,0.0,3.375,5.2478,"q=(0.01, 0.08, 0.06, 0.0)"
0.01,0.08,0.06,0.01,3.3944,5.3404,"q=(0.01, 0.08, 0.06, 0.01)"
0.01,0.08,0.06,0.02,3.3421,5.2831,"q=(0.01, 0.08, 0.06, 0.02)"
0.01,0.08,0.06,0.03,3.1442,5.6304,"q=(0.01, 0.08, 0.06, 0.03)"
0.01,0.08,0.06,0.04,3.216,5.5361,"q=(0.01, 0.08, 0.06, 0.04)"
0.01,0.08,0.06,0.05,3.1532,5.5507,"q=(0.01, 0.08, 0.06, 0.05)"
0.01,0.08,0.06,0.06,3.1796,5.695,"q=(0.01, 0.08, 0.06, 0.06)"
0.01,0.08,0.06,0.07,3.064,5.5996,"q=(0.01, 0.08, 0.06, 0.07)"
0.01,0.08,0.06,0.08,3.0706,5.6145,"q=(0.01, 0.08, 0.06, 0.08)"
0.01,0.08,0.07,0.0,3.3035,5.3806,"q=(0.01, 0.08, 0.07, 0.0)"
0.01,0.08,0.07,0.01,3.2888,5.3403,"q=(0.01, 0.08, 0.07, 0.01)"
0.01,0.08,0.07,0.02,3.2913,5.4333,"q=(0.01, 0.08, 0.07, 0.02)"
0.01,0.08,0.07,0.03,3.1583,5.4616,"q=(0.01, 0.08, 0.07, 0.03)"
0.01,0.08,0.07,0.04,3.0457,5.7175,"q=(0.01, 0.08, 0.07, 0.04)"
0.01,0.08,0.07,0.05,3.1598,5.6506,"q=(0.01, 0.08, 0.07, 0.05)"
0.01,0.08,0.07,0.06,3.1025,5.6698,"q=(0.01, 0.08, 0.07, 0.06)"
0.01,0.08,0.07,0.07,3.0962,5.6991,"q=(0.01, 0.08, 0.07, 0.07)"
0.01,0.08,0.07,0.08,3.0623,5.9062,"q=(0.01, 0.08, 0.07, 0.08)"
0.01,0.08,0.08,0.0,3.3095,5.4152,"q=(0.01, 0.08, 0.08, 0.0)"
0.01,0.08,0.08,0.01,3.2601,5.4502,"q=(0.01, 0.08, 0.08, 0.01)"
0.01,0.08,0.08,0.02,3.2762,5.5315,"q=(0.01, 0.08, 0.08, 0.02)"
0.01,0.08,0.08,0.03,3.0266,5.7371,"q=(0.01, 0.08, 0.08, 0.03)"
0.01,0.08,0.08,0.04,3.0838,5.662,"q=(0.01, 0.08, 0.08, 0.04)"
0.01,0.08,0.08,0.05,3.102,5.7116,"q=(0.01, 0.08, 0.08, 0.05)"
0.01,0.08,0.08,0.06,3.0102,5.7902,"q=(0.01, 0.08, 0.08, 0.06)"
0.01,0.08,0.08,0.07,2.9846,5.7732,"q=(0.01, 0.08, 0.08, 0.07)"
0.01,0.08,0.08,0.08,2.8718,5.9936,"q=(0.01, 0.08, 0.08, 0.08)"
0.02,0.0,0.0,0.0,4.1939,4.4757,"q=(0.02, 0.0, 0.0, 0.0)"
0.02,0.0,0.0,0.01,4.224,4.5386,"q=(0.02, 0.0, 0.0, 0.01)"
0.02,0.0,0.0,0.02,4.1047,4.5535,"q=(0.02, 0.0, 0.0, 0.02)"
0.02,0.0,0.0,0.03,4.0023,4.6385,"q=(0.02, 0.0, 0.0, 0.03)"
0.02,0.0,0.0,0.04,3.9598,4.7048,"q=(0.02, 0.0, 0.0, 0.04)"
0.02,0.0,0.0,0.05,3.915,4.7599,"q=(0.02, 0.0, 0.0, 0.05)"
0.02,0.0,0.0,0.06,3.8174,4.7801,"q=(0.02, 0.0, 0.0, 0.06)"
0.02,0.0,0.0,0.07,3.9076,4.8331,"q=(0.02, 0.0, 0.0, 0.07)"
0.02,0.0,0.0,0.08,3.8479,4.8312,"q=(0.02, 0.0, 0.0, 0.08)"
0.02,0.0,0.01,0.0,4.0661,4.5209,"q=(0.02, 0.0, 0.01, 0.0)"
0.02,0.0,0.01,0.01,4.0018,4.6708,"q=(0.02, 0.0, 0.01, 0.01)"
0.02,0.0,0.01,0.02,3.9678,4.7119,"q=(0.02, 0.0, 0.01, 0.02)"
0.02,0.0,0.01,0.03,3.9536,4.7881,"q=(0.02, 0.0, 0.01, 0.03)"
0.02,0.0,0.01,0.04,3.8785,4.7693,"q=(0.02, 0.0, 0.01, 0.04)"
0.02,0.0,0.01,0.05,3.7818,4.8626,"q=(0.02, 0.0, 0.01, 0.05)"
0.02,0.0,0.01,0.06,3.8622,4.8046,"q=(0.02, 0.0, 0.01, 0.06)"
0.02,0.0,0.01,0.07,3.7541,4.8461,"q=(0.02, 0.0, 0.01, 0.07)"
0.02,0.0,0.01,0.08,3.6634,5.0849,"q=(0.02, 0.0, 0.01, 0.08)"
0.02,0.0,0.02,0.0,4.0789,4.6516,"q=(0.02, 0.0, 0.02, 0.0)"
0.02,0.0,0.02,0.01,4.0921,4.5469,"q=(0.02, 0.0, 0.02, 0.01)"
0.02,0.0,0.02,0.02,3.9083,4.7466,"q=(0.02, 0.0, 0.02, 0.02)"
0.02,0.0,0.02,0.03,3.8584,4.7465,"q=(0.02, 0.0, 0.02, 0.03)"
0.02,0.0,0.02,0.04,3.7376,4.9045,"q=(0.02, 0.0, 0.02, 0.04)"
0.02,0.0,0.02,0.05,3.8061,4.8265,"q=(0.02, 0.0, 0.02, 0.05)"
0.02,0.0,0.02,0.06,3.7229,5.0392,"q=(0.02, 0.0, 0.02, 0.06)"
0.02,0.0,0.02,0.07,3.6684,5.0036,"q=(0.02, 0.0, 0.02, 0.07)"
0.02,0.0,0.02,0.08,3.677,5.0388,"q=(0.02, 0.0, 0.02, 0.08)"
0.02,0.0,0.03,0.0,3.9939,4.7473,"q=(0.02, 0.0, 0.03, 0.0)"
0.02,0.0,0.03,0.01,3.9522,4.5853,"q=(0.02, 0.0, 0.03, 0.01)"
0.02,0.0,0.03,0.02,3.788,4.8514,"q=(0.02, 0.0, 0.03, 0.02)"
0.02,0.0,0.03,0.03,3.8086,4.8172,"q=(0.02, 0.0, 0.03, 0.03)"
0.02,0.0,0.03,0.04,3.678,4.9831,"q=(0.02, 0.0, 0.03, 0.04)"
0.02,0.0,0.03,0.05,3.7537,5.0123,"q=(0.02, 0.0, 0.03, 0.05)"
0.02,0.0,0.03,0.06,3.8273,4.8886,"q=(0.02, 0.0, 0.03, 0.06)"
0.02,0.0,0.03,0.07,3.8121,4.9714,"q=(0.02, 0.0, 0.03, 0.07)"
0.02,0.0,0.03,0.08,3.612,5.1162,"q=(0.02, 0.0, 0.03, 0.08)"
0.02,0.0,0.04,0.0,3.866,4.7143,"q=(0.02, 0.0, 0.04, 0.0)"
0.02,0.0,0.04,0.01,3.9082,4.7391,"q=(0.02, 0.0, 0.04, 0.01)"
0.02,0.0,0.04,0.02,3.8209,4.8978,"q=(0.02, 0.0, 0.04, 0.02)"
0.02,0.0,0.04,0.03,3.8177,4.8732,"q=(0.02, 0.0, 0.04, 0.03)"
0.02,0.0,0.04,0.04,3.6421,5.076,"q=(0.02, 0.0, 0.04, 0.04)"
0.02,0.0,0.04,0.05,3.6321,4.9851,"q=(0.02, 0.0, 0.04, 0.05)"
0.02,0.0,0.04,0.06,3.5392,5.152,"q=(0.02, 0.0, 0.04, 0.06)"
